							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
f r o t v e r d	0	Insert [n e k] at -1	f r o t v e r d n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t O p e c c	0	Insert [n a k] at -1	t O p e c c n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t O p e c c	0	Insert [n e k] at -1	t O p e c c n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t a n E p	0	Insert [n a k] at -1	t a n E p n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a n E p	0	Insert [n e k] at -1	t a n E p n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
n o t k e j zs	0	Insert [n a k] at -1	n o t k e j zs n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n o t k e j zs	0	Insert [n e k] at -1	n o t k e j zs n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m O k i l	0	Insert [n a k] at -1	m O k i l n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m O k i l	0	Insert [n e k] at -1	m O k i l n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
s v o t e n	0	Insert [n a k] at -1	s v o t e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s v o t e n	0	Insert [n e k] at -1	s v o t e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m i gy	0	Insert [n a k] at -1	m i gy n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m i gy	0	Insert [n e k] at -1	m i gy n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s i s	0	Insert [n a k] at -1	s i s n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s i s	0	Insert [n e k] at -1	s i s n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d o l e g e r c	0	Insert [n a k] at -1	d o l e g e r c n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d o l e g e r c	0	Insert [n e k] at -1	d o l e g e r c n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p r a f E g	0	Insert [n a k] at -1	p r a f E g n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p r a f E g	0	Insert [n e k] at -1	p r a f E g n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a n d e b b	0	Insert [n a k] at -1	a n d e b b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a n d e b b	0	Insert [n e k] at -1	a n d e b b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
h A r t e ly z e k	0	Insert [n a k] at -1	h A r t e ly z e k n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h A r t e ly z e k	0	Insert [n e k] at -1	h A r t e ly z e k n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a l m I r	0	Insert [n a k] at -1	k a l m I r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k a l m I r	0	Insert [n e k] at -1	k a l m I r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
h o l o sz e s	0	Insert [n a k] at -1	h o l o sz e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h o l o sz e s	0	Insert [n e k] at -1	h o l o sz e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p r a l l e s	0	Insert [n a k] at -1	p r a l l e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p r a l l e s	0	Insert [n e k] at -1	p r a l l e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p l E n	0	Insert [n a k] at -1	p l E n n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p l E n	0	Insert [n e k] at -1	p l E n n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b o t e m m	0	Insert [n a k] at -1	b o t e m m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b o t e m m	0	Insert [n e k] at -1	b o t e m m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
v A l k i sz e g	0	Insert [n a k] at -1	v A l k i sz e g n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v A l k i sz e g	0	Insert [n e k] at -1	v A l k i sz e g n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
dzs i h n	0	Insert [n a k] at -1	dzs i h n n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dzs i h n	0	Insert [n e k] at -1	dzs i h n n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g o t oe l f	0	Insert [n e k] at -1	g o t oe l f n e k	0	0	0.9998247286628285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
g o t oe l f	0	Insert [n a k] at -1	g o t oe l f n a k	-8.649	-8.649	0.00017527133717151478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
gy o g e m	0	Insert [n a k] at -1	gy o g e m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gy o g e m	0	Insert [n e k] at -1	gy o g e m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz u n ny i s	0	Insert [n a k] at -1	sz u n ny i s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz u n ny i s	0	Insert [n e k] at -1	sz u n ny i s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
v E m	0	Insert [n a k] at -1	v E m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v E m	0	Insert [n e k] at -1	v E m n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h A z e s	0	Insert [n a k] at -1	h A z e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h A z e s	0	Insert [n e k] at -1	h A z e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m A g E b	0	Insert [n a k] at -1	m A g E b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m A g E b	0	Insert [n e k] at -1	m A g E b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
f A f r I r s	0	Insert [n a k] at -1	f A f r I r s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f A f r I r s	0	Insert [n e k] at -1	f A f r I r s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a z e r e s	0	Insert [n a k] at -1	m a z e r e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a z e r e s	0	Insert [n e k] at -1	m a z e r e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m A g E k	0	Insert [n a k] at -1	m A g E k n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m A g E k	0	Insert [n e k] at -1	m A g E k n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
z e b b	0	Insert [n a k] at -1	z e b b n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
z e b b	0	Insert [n e k] at -1	z e b b n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz A l l e b b	0	Insert [n a k] at -1	sz A l l e b b n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz A l l e b b	0	Insert [n e k] at -1	sz A l l e b b n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d e j n	0	Insert [n a k] at -1	d e j n n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e j n	0	Insert [n e k] at -1	d e j n n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h A z e n	0	Insert [n a k] at -1	h A z e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h A z e n	0	Insert [n e k] at -1	h A z e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
I s	0	Insert [n a k] at -1	I s n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I s	0	Insert [n e k] at -1	I s n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz a k e m	0	Insert [n a k] at -1	sz a k e m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz a k e m	0	Insert [n e k] at -1	sz a k e m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
h a r i r t	0	Insert [n a k] at -1	h a r i r t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h a r i r t	0	Insert [n e k] at -1	h a r i r t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r u l E k E l t	0	Insert [n a k] at -1	r u l E k E l t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r u l E k E l t	0	Insert [n e k] at -1	r u l E k E l t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d A E l j E r r	0	Insert [n a k] at -1	d A E l j E r r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d A E l j E r r	0	Insert [n e k] at -1	d A E l j E r r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gy A b i sz t E r	0	Insert [n a k] at -1	gy A b i sz t E r n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gy A b i sz t E r	0	Insert [n e k] at -1	gy A b i sz t E r n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d U l m I	0	Insert [n a k] at -1	d U l m I n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d U l m I	0	Insert [n e k] at -1	d U l m I n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
j o s m i g	0	Insert [n a k] at -1	j o s m i g n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
j o s m i g	0	Insert [n e k] at -1	j o s m i g n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
o r e n e	0	Insert [n a k] at -1	o r e n e n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o r e n e	0	Insert [n e k] at -1	o r e n e n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t a l a s E n	0	Insert [n a k] at -1	t a l a s E n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a l a s E n	0	Insert [n e k] at -1	t a l a s E n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d O s s u k t E m	0	Insert [n a k] at -1	d O s s u k t E m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d O s s u k t E m	0	Insert [n e k] at -1	d O s s u k t E m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t O m i g e d	0	Insert [n a k] at -1	t O m i g e d n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t O m i g e d	0	Insert [n e k] at -1	t O m i g e d n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a b A n e n	0	Insert [n a k] at -1	m a b A n e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a b A n e n	0	Insert [n e k] at -1	m a b A n e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
t E t t	0	Insert [n a k] at -1	t E t t n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t E t t	0	Insert [n e k] at -1	t E t t n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o l s e n	0	Insert [n a k] at -1	m o l s e n n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o l s e n	0	Insert [n e k] at -1	m o l s e n n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
v A sz e r E m	0	Insert [n a k] at -1	v A sz e r E m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v A sz e r E m	0	Insert [n e k] at -1	v A sz e r E m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m U gy e s	0	Insert [n a k] at -1	m U gy e s n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m U gy e s	0	Insert [n e k] at -1	m U gy e s n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p l A l e m	0	Insert [n a k] at -1	p l A l e m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p l A l e m	0	Insert [n e k] at -1	p l A l e m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz a z e n z	0	Insert [n a k] at -1	sz a z e n z n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sz a z e n z	0	Insert [n e k] at -1	sz a z e n z n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
u k e k	0	Insert [n a k] at -1	u k e k n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u k e k	0	Insert [n e k] at -1	u k e k n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b u t i t e l t	0	Insert [n a k] at -1	b u t i t e l t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b u t i t e l t	0	Insert [n e k] at -1	b u t i t e l t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
u ny A k i m	0	Insert [n a k] at -1	u ny A k i m n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
u ny A k i m	0	Insert [n e k] at -1	u ny A k i m n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sz a p oe s	0	Insert [n e k] at -1	sz a p oe s n e k	0	0	0.9998247286628285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
sz a p oe s	0	Insert [n a k] at -1	sz a p oe s n a k	-8.649	-8.649	0.00017527133717151478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
cs a z i t E r t	0	Insert [n a k] at -1	cs a z i t E r t n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cs a z i t E r t	0	Insert [n e k] at -1	cs a z i t E r t n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
a l E r ny	0	Insert [n a k] at -1	a l E r ny n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a l E r ny	0	Insert [n e k] at -1	a l E r ny n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m E m	0	Insert [n a k] at -1	m E m n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m E m	0	Insert [n e k] at -1	m E m n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r e r	0	Insert [n a k] at -1	r e r n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r e r	0	Insert [n e k] at -1	r e r n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O d i k e g	0	Insert [n a k] at -1	O d i k e g n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O d i k e g	0	Insert [n e k] at -1	O d i k e g n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
cs o s s E ny	0	Insert [n a k] at -1	cs o s s E ny n a k	0	0	0.7088901725661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cs o s s E ny	0	Insert [n e k] at -1	cs o s s E ny n e k	-0.89	-0.89	0.2911098274338801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k A l m ue c c	0	Insert [n e k] at -1	k A l m ue c c n e k	0	0	0.9996599235573433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
k A l m ue c c	0	Insert [n a k] at -1	k A l m ue c c n a k	-7.986	-7.986	0.0003400764426566478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
r e l	0	Insert [n a k] at -1	r e l n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r e l	0	Insert [n e k] at -1	r e l n e k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m E s	0	Insert [n a k] at -1	m E s n a k	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
